method,measurement_scope,repeat,image_index,path,latency_ms,score
global,model_only,0,47,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\007.png,7.986800046637654,4.218527793884277
global,model_only,0,48,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\008.png,7.878800039179623,8.423806190490723
global,model_only,0,49,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\009.png,7.977300090715289,5.443728446960449
global,model_only,0,50,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\010.png,7.879900047555566,7.249806880950928
global,model_only,0,51,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\011.png,8.349700015969574,5.453526020050049
global,model_only,0,52,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\012.png,7.7460999600589275,10.358548164367676
global,model_only,0,53,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\013.png,7.735699997283518,5.407528877258301
global,model_only,0,54,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\014.png,7.802500040270388,5.148087501525879
global,model_only,0,55,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\015.png,7.549899979494512,6.720308780670166
global,model_only,0,56,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\016.png,7.782400003634393,5.688438415527344
global,model_only,0,57,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\017.png,7.956499932333827,6.591012001037598
global,model_only,0,58,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\018.png,7.943499949760735,7.843886852264404
global,model_only,0,59,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\019.png,8.019800065085292,7.604406356811523
global,model_only,0,60,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\020.png,7.848800043575466,5.945611000061035
global,model_only,0,61,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\021.png,7.870399975217879,5.120784282684326
global,model_only,0,62,data\raw\mvtec_anomaly_detection\bottle\test\contamination\000.png,7.726100040599704,11.47176456451416
global,model_only,0,63,data\raw\mvtec_anomaly_detection\bottle\test\contamination\001.png,7.948599988594651,7.652297496795654
global,model_only,0,64,data\raw\mvtec_anomaly_detection\bottle\test\contamination\002.png,7.913599954918027,7.044689178466797
global,model_only,0,65,data\raw\mvtec_anomaly_detection\bottle\test\contamination\003.png,7.939000031910837,4.692803382873535
global,model_only,0,66,data\raw\mvtec_anomaly_detection\bottle\test\contamination\004.png,8.042599889449775,5.177973747253418
global,model_only,0,67,data\raw\mvtec_anomaly_detection\bottle\test\contamination\005.png,7.880399934947491,13.808260917663574
global,model_only,0,68,data\raw\mvtec_anomaly_detection\bottle\test\contamination\006.png,7.7954999869689345,13.871113777160645
global,model_only,0,69,data\raw\mvtec_anomaly_detection\bottle\test\contamination\007.png,8.23050003964454,12.646900177001953
global,model_only,0,70,data\raw\mvtec_anomaly_detection\bottle\test\contamination\008.png,7.866499945521355,13.780007362365723
global,model_only,0,71,data\raw\mvtec_anomaly_detection\bottle\test\contamination\009.png,8.002499933354557,10.758851051330566
global,model_only,0,72,data\raw\mvtec_anomaly_detection\bottle\test\contamination\010.png,7.807000074535608,14.978758811950684
global,model_only,0,73,data\raw\mvtec_anomaly_detection\bottle\test\contamination\011.png,7.8786000376567245,11.607461929321289
global,model_only,0,74,data\raw\mvtec_anomaly_detection\bottle\test\contamination\012.png,7.862999918870628,14.590177536010742
global,model_only,0,75,data\raw\mvtec_anomaly_detection\bottle\test\contamination\013.png,7.923999917693436,11.32228946685791
global,model_only,0,76,data\raw\mvtec_anomaly_detection\bottle\test\contamination\014.png,7.915599970147014,6.655354976654053
global,model_only,0,77,data\raw\mvtec_anomaly_detection\bottle\test\contamination\015.png,7.862099912017584,11.904013633728027
global,model_only,0,78,data\raw\mvtec_anomaly_detection\bottle\test\contamination\016.png,7.610200089402497,9.378034591674805
global,model_only,0,79,data\raw\mvtec_anomaly_detection\bottle\test\contamination\017.png,7.922700024209917,12.31865406036377
global,model_only,0,80,data\raw\mvtec_anomaly_detection\bottle\test\contamination\018.png,7.673599990084767,6.62711238861084
global,model_only,0,81,data\raw\mvtec_anomaly_detection\bottle\test\contamination\019.png,7.97420006711036,4.945804595947266
global,model_only,0,82,data\raw\mvtec_anomaly_detection\bottle\test\contamination\020.png,7.9193999990820885,12.403044700622559
global,model_only,1,0,data\raw\mvtec_anomaly_detection\bottle\test\good\000.png,8.851699996739626,4.017113208770752
global,model_only,1,1,data\raw\mvtec_anomaly_detection\bottle\test\good\001.png,7.929899962618947,3.3643040657043457
global,model_only,1,2,data\raw\mvtec_anomaly_detection\bottle\test\good\002.png,7.943300064653158,4.0550055503845215
global,model_only,1,3,data\raw\mvtec_anomaly_detection\bottle\test\good\003.png,8.02300008945167,4.034144878387451
global,model_only,1,4,data\raw\mvtec_anomaly_detection\bottle\test\good\004.png,7.890800014138222,3.6270015239715576
global,model_only,1,5,data\raw\mvtec_anomaly_detection\bottle\test\good\005.png,7.987100048922002,3.4188554286956787
global,model_only,1,6,data\raw\mvtec_anomaly_detection\bottle\test\good\006.png,7.8693999676033854,7.60245943069458
global,model_only,1,7,data\raw\mvtec_anomaly_detection\bottle\test\good\007.png,7.576099946163595,3.72442626953125
global,model_only,1,8,data\raw\mvtec_anomaly_detection\bottle\test\good\008.png,7.870999979786575,4.842831134796143
global,model_only,1,9,data\raw\mvtec_anomaly_detection\bottle\test\good\009.png,7.784700021147728,3.334599494934082
global,model_only,1,10,data\raw\mvtec_anomaly_detection\bottle\test\good\010.png,7.946200086735189,4.065394401550293
global,model_only,1,11,data\raw\mvtec_anomaly_detection\bottle\test\good\011.png,8.414999931119382,3.5150976181030273
global,model_only,1,12,data\raw\mvtec_anomaly_detection\bottle\test\good\012.png,7.753600017167628,3.549840211868286
global,model_only,1,13,data\raw\mvtec_anomaly_detection\bottle\test\good\013.png,7.973700063303113,3.0069220066070557
global,model_only,1,14,data\raw\mvtec_anomaly_detection\bottle\test\good\014.png,7.839799975045025,3.568521738052368
global,model_only,1,15,data\raw\mvtec_anomaly_detection\bottle\test\good\015.png,7.980099995620549,4.474905967712402
global,model_only,1,16,data\raw\mvtec_anomaly_detection\bottle\test\good\016.png,7.89560005068779,3.876321792602539
global,model_only,1,17,data\raw\mvtec_anomaly_detection\bottle\test\good\017.png,7.5873000314459205,3.6931345462799072
global,model_only,1,18,data\raw\mvtec_anomaly_detection\bottle\test\good\018.png,7.950500003062189,4.722544193267822
global,model_only,1,19,data\raw\mvtec_anomaly_detection\bottle\test\good\019.png,7.784500019624829,4.36047887802124
global,model_only,1,20,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\000.png,7.890400011092424,10.836047172546387
global,model_only,1,21,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\001.png,8.163799997419119,10.990410804748535
global,model_only,1,22,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\002.png,7.577500073239207,13.593603134155273
global,model_only,1,23,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\003.png,8.138999924995005,14.632071495056152
global,model_only,1,24,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\004.png,8.06419993750751,7.820190906524658
global,model_only,1,25,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\005.png,7.919600000604987,5.357264518737793
global,model_only,1,26,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\006.png,7.904800004325807,11.094616889953613
global,model_only,1,27,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\007.png,7.479100022464991,12.122002601623535
global,model_only,1,28,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\008.png,7.8631999203935266,12.101669311523438
global,model_only,1,29,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\009.png,7.798700011335313,6.992016315460205
global,model_only,1,30,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\010.png,7.994999992661178,9.243768692016602
global,model_only,1,31,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\011.png,7.8310000244528055,7.065302848815918
global,model_only,1,32,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\012.png,7.895200047641993,8.313076972961426
global,model_only,1,33,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\013.png,7.831200025975704,12.1090087890625
global,model_only,1,34,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\014.png,7.821399951353669,7.605071067810059
global,model_only,1,35,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\015.png,7.821400067768991,8.56758975982666
global,model_only,1,36,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\016.png,8.02439998369664,12.617391586303711
global,model_only,1,37,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\017.png,7.934900000691414,11.072625160217285
global,model_only,1,38,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\018.png,7.911100052297115,13.511702537536621
global,model_only,1,39,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\019.png,7.740299915894866,11.760763168334961
global,model_only,1,40,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\000.png,8.209199993871152,4.970334529876709
global,model_only,1,41,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\001.png,8.910200092941523,5.714140892028809
global,model_only,1,42,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\002.png,7.9595999559387565,7.03446626663208
global,model_only,1,43,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\003.png,7.902399986051023,10.017215728759766
global,model_only,1,44,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\004.png,7.868600077927113,9.319269180297852
global,model_only,1,45,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\005.png,7.984599913470447,8.747062683105469
global,model_only,1,46,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\006.png,7.859700010158122,8.606796264648438
global,model_only,1,47,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\007.png,7.5706999050453305,4.218527793884277
global,model_only,1,48,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\008.png,7.886299979873002,8.423806190490723
global,model_only,1,49,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\009.png,7.895400049164891,5.443728446960449
global,model_only,1,50,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\010.png,7.944899960421026,7.249806880950928
global,model_only,1,51,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\011.png,7.879199925810099,5.453526020050049
global,model_only,1,52,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\012.png,7.954500033520162,10.358548164367676
global,model_only,1,53,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\013.png,8.23909998871386,5.407528877258301
global,model_only,1,54,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\014.png,7.86000001244247,5.148087501525879
global,model_only,1,55,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\015.png,7.76349997613579,6.720308780670166
global,model_only,1,56,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\016.png,7.994799991138279,5.688438415527344
global,model_only,1,57,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\017.png,7.831400027498603,6.591012001037598
global,model_only,1,58,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\018.png,7.8801000490784645,7.843886852264404
global,model_only,1,59,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\019.png,7.702100090682507,7.604406356811523
global,model_only,1,60,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\020.png,7.872499991208315,5.945611000061035
global,model_only,1,61,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\021.png,7.823599968105555,5.120784282684326
global,model_only,1,62,data\raw\mvtec_anomaly_detection\bottle\test\contamination\000.png,7.851500064134598,11.47176456451416
global,model_only,1,63,data\raw\mvtec_anomaly_detection\bottle\test\contamination\001.png,7.834000047296286,7.652297496795654
global,model_only,1,64,data\raw\mvtec_anomaly_detection\bottle\test\contamination\002.png,7.808400085195899,7.044689178466797
global,model_only,1,65,data\raw\mvtec_anomaly_detection\bottle\test\contamination\003.png,7.856100099161267,4.692803382873535
global,model_only,1,66,data\raw\mvtec_anomaly_detection\bottle\test\contamination\004.png,7.611999986693263,5.177973747253418
global,model_only,1,67,data\raw\mvtec_anomaly_detection\bottle\test\contamination\005.png,7.962000090628862,13.808260917663574
global,model_only,1,68,data\raw\mvtec_anomaly_detection\bottle\test\contamination\006.png,7.936600013636053,13.871113777160645
global,model_only,1,69,data\raw\mvtec_anomaly_detection\bottle\test\contamination\007.png,7.8699999721720815,12.646900177001953
global,model_only,1,70,data\raw\mvtec_anomaly_detection\bottle\test\contamination\008.png,7.957399939186871,13.780007362365723
global,model_only,1,71,data\raw\mvtec_anomaly_detection\bottle\test\contamination\009.png,7.909699925221503,10.758851051330566
global,model_only,1,72,data\raw\mvtec_anomaly_detection\bottle\test\contamination\010.png,8.03030002862215,14.978758811950684
global,model_only,1,73,data\raw\mvtec_anomaly_detection\bottle\test\contamination\011.png,7.888599997386336,11.607461929321289
global,model_only,1,74,data\raw\mvtec_anomaly_detection\bottle\test\contamination\012.png,7.792799966409802,14.590177536010742
global,model_only,1,75,data\raw\mvtec_anomaly_detection\bottle\test\contamination\013.png,7.9307000851258636,11.32228946685791
global,model_only,1,76,data\raw\mvtec_anomaly_detection\bottle\test\contamination\014.png,8.020999957807362,6.655354976654053
global,model_only,1,77,data\raw\mvtec_anomaly_detection\bottle\test\contamination\015.png,8.244300028309226,11.904013633728027
global,model_only,1,78,data\raw\mvtec_anomaly_detection\bottle\test\contamination\016.png,9.498000028543174,9.378034591674805
global,model_only,1,79,data\raw\mvtec_anomaly_detection\bottle\test\contamination\017.png,7.9462999710813165,12.31865406036377
global,model_only,1,80,data\raw\mvtec_anomaly_detection\bottle\test\contamination\018.png,7.88799999281764,6.62711238861084
global,model_only,1,81,data\raw\mvtec_anomaly_detection\bottle\test\contamination\019.png,7.967400015331805,4.945804595947266
global,model_only,1,82,data\raw\mvtec_anomaly_detection\bottle\test\contamination\020.png,8.3769999910146,12.403044700622559
global,model_only,2,0,data\raw\mvtec_anomaly_detection\bottle\test\good\000.png,8.795600035227835,4.017113208770752
global,model_only,2,1,data\raw\mvtec_anomaly_detection\bottle\test\good\001.png,8.543599979020655,3.3643040657043457
global,model_only,2,2,data\raw\mvtec_anomaly_detection\bottle\test\good\002.png,7.959800073876977,4.0550055503845215
global,model_only,2,3,data\raw\mvtec_anomaly_detection\bottle\test\good\003.png,7.827900000847876,4.034144878387451
global,model_only,2,4,data\raw\mvtec_anomaly_detection\bottle\test\good\004.png,7.7905000653117895,3.6270015239715576
global,model_only,2,5,data\raw\mvtec_anomaly_detection\bottle\test\good\005.png,7.970700040459633,3.4188554286956787
global,model_only,2,6,data\raw\mvtec_anomaly_detection\bottle\test\good\006.png,7.932799984700978,7.60245943069458
global,model_only,2,7,data\raw\mvtec_anomaly_detection\bottle\test\good\007.png,7.890000008046627,3.72442626953125
global,model_only,2,8,data\raw\mvtec_anomaly_detection\bottle\test\good\008.png,7.844700012356043,4.842831134796143
global,model_only,2,9,data\raw\mvtec_anomaly_detection\bottle\test\good\009.png,7.951600011438131,3.334599494934082
global,model_only,2,10,data\raw\mvtec_anomaly_detection\bottle\test\good\010.png,7.8529000747948885,4.065394401550293
global,model_only,2,11,data\raw\mvtec_anomaly_detection\bottle\test\good\011.png,7.86750006955117,3.5150976181030273
global,model_only,2,12,data\raw\mvtec_anomaly_detection\bottle\test\good\012.png,7.883200072683394,3.549840211868286
global,model_only,2,13,data\raw\mvtec_anomaly_detection\bottle\test\good\013.png,7.874200004152954,3.0069220066070557
global,model_only,2,14,data\raw\mvtec_anomaly_detection\bottle\test\good\014.png,7.9246999230235815,3.568521738052368
global,model_only,2,15,data\raw\mvtec_anomaly_detection\bottle\test\good\015.png,7.985700038261712,4.474905967712402
global,model_only,2,16,data\raw\mvtec_anomaly_detection\bottle\test\good\016.png,7.773800054565072,3.876321792602539
global,model_only,2,17,data\raw\mvtec_anomaly_detection\bottle\test\good\017.png,7.840199978090823,3.6931345462799072
global,model_only,2,18,data\raw\mvtec_anomaly_detection\bottle\test\good\018.png,8.116999990306795,4.722544193267822
global,model_only,2,19,data\raw\mvtec_anomaly_detection\bottle\test\good\019.png,7.896300056017935,4.36047887802124
global,model_only,2,20,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\000.png,7.84939993172884,10.836047172546387
global,model_only,2,21,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\001.png,7.639700081199408,10.990410804748535
global,model_only,2,22,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\002.png,7.764600100927055,13.593603134155273
global,model_only,2,23,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\003.png,7.758899941109121,14.632071495056152
global,model_only,2,24,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\004.png,7.814400014467537,7.820190906524658
global,model_only,2,25,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\005.png,7.982500013895333,5.357264518737793
global,model_only,2,26,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\006.png,7.8937000362202525,11.094616889953613
global,model_only,2,27,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\007.png,7.928399951197207,12.122002601623535
global,model_only,2,28,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\008.png,7.616700022481382,12.101669311523438
global,model_only,2,29,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\009.png,7.893800036981702,6.992016315460205
global,model_only,2,30,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\010.png,7.807399961166084,9.243768692016602
global,model_only,2,31,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\011.png,8.07320000603795,7.065302848815918
global,model_only,2,32,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\012.png,8.336200029589236,8.313076972961426
global,model_only,2,33,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\013.png,7.9818000085651875,12.1090087890625
global,model_only,2,34,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\014.png,7.515499950386584,7.605071067810059
global,model_only,2,35,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\015.png,7.899399963207543,8.56758975982666
global,model_only,2,36,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\016.png,7.846100023016334,12.617391586303711
global,model_only,2,37,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\017.png,7.864800048992038,11.072625160217285
global,model_only,2,38,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\018.png,7.745099952444434,13.511702537536621
global,model_only,2,39,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\019.png,8.05249996483326,11.760763168334961
global,model_only,2,40,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\000.png,8.001400041393936,4.970334529876709
global,model_only,2,41,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\001.png,7.903499994426966,5.714140892028809
global,model_only,2,42,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\002.png,7.8443000093102455,7.03446626663208
global,model_only,2,43,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\003.png,7.84660002682358,10.017215728759766
global,model_only,2,44,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\004.png,7.945199962705374,9.319269180297852
global,model_only,2,45,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\005.png,8.33860004786402,8.747062683105469
global,model_only,2,46,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\006.png,7.686899974942207,8.606796264648438
global,model_only,2,47,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\007.png,7.943699951283634,4.218527793884277
global,model_only,2,48,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\008.png,7.812600000761449,8.423806190490723
global,model_only,2,49,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\009.png,7.956399931572378,5.443728446960449
global,model_only,2,50,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\010.png,7.873900001868606,7.249806880950928
global,model_only,2,51,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\011.png,7.950800005346537,5.453526020050049
global,model_only,2,52,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\012.png,7.946800091303885,10.358548164367676
global,model_only,2,53,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\013.png,7.87329999729991,5.407528877258301
global,model_only,2,54,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\014.png,7.855799980461597,5.148087501525879
global,model_only,2,55,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\015.png,8.023800095543265,6.720308780670166
global,model_only,2,56,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\016.png,8.18440003786236,5.688438415527344
global,model_only,2,57,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\017.png,8.201700053177774,6.591012001037598
global,model_only,2,58,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\018.png,7.939099916256964,7.843886852264404
global,model_only,2,59,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\019.png,7.86869996227324,7.604406356811523
global,model_only,2,60,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\020.png,7.905400008894503,5.945611000061035
global,model_only,2,61,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\021.png,7.889700005762279,5.120784282684326
global,model_only,2,62,data\raw\mvtec_anomaly_detection\bottle\test\contamination\000.png,8.103700005449355,11.47176456451416
global,model_only,2,63,data\raw\mvtec_anomaly_detection\bottle\test\contamination\001.png,7.815100019797683,7.652297496795654
global,model_only,2,64,data\raw\mvtec_anomaly_detection\bottle\test\contamination\002.png,7.794499979354441,7.044689178466797
global,model_only,2,65,data\raw\mvtec_anomaly_detection\bottle\test\contamination\003.png,7.876800023950636,4.692803382873535
global,model_only,2,66,data\raw\mvtec_anomaly_detection\bottle\test\contamination\004.png,7.906200014986098,5.177973747253418
global,model_only,2,67,data\raw\mvtec_anomaly_detection\bottle\test\contamination\005.png,7.943599950522184,13.808260917663574
global,model_only,2,68,data\raw\mvtec_anomaly_detection\bottle\test\contamination\006.png,7.906800019554794,13.871113777160645
global,model_only,2,69,data\raw\mvtec_anomaly_detection\bottle\test\contamination\007.png,7.99040007404983,12.646900177001953
global,model_only,2,70,data\raw\mvtec_anomaly_detection\bottle\test\contamination\008.png,7.9110999358817935,13.780007362365723
global,model_only,2,71,data\raw\mvtec_anomaly_detection\bottle\test\contamination\009.png,7.816700031980872,10.758851051330566
global,model_only,2,72,data\raw\mvtec_anomaly_detection\bottle\test\contamination\010.png,7.901999983005226,14.978758811950684
